long	lat	str1	dip1	r1	str2	dip2	r3	mo	exp	mw	code	dip	rake	dip_rake	svg
119.18	15.99	280	45	129	50	57	58	6.58	23	5.178817262	021095E	45	130	45_130	C:\OSGeo4W64\apps\qgis\svg\zfocmech\45_130.svg
126.61	5.45	287	5	-174	191	89	-85	9.96	24	5.965506226	021995A	5	-175	5_-175	C:\OSGeo4W64\apps\qgis\svg\zfocmech\5_-175.svg
121.51	24.06	262	16	161	11	85	75	2.45	25	6.226110723	022395C	15	160	15_160	C:\OSGeo4W64\apps\qgis\svg\zfocmech\15_160.svg
121.64	21.05	197	39	-27	309	73	-125	1.36	24	5.389025939	030995B	40	-25	40_-25	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_-25.svg
121.08	19.12	12	25	80	203	66	95	5.99	23	5.151617882	031495B	25	80	25_80	C:\OSGeo4W64\apps\qgis\svg\zfocmech\25_80.svg
118.88	15.36	333	56	-179	242	89	-34	1.5	24	5.417394173	031595A	55	-180	55_-180	C:\OSGeo4W64\apps\qgis\svg\zfocmech\55_-180.svg
121.86	24.63	344	32	70	187	61	102	4.74	23	5.083852228	032495A	30	70	30_70	C:\OSGeo4W64\apps\qgis\svg\zfocmech\30_70.svg
122.11	23.83	285	23	128	65	72	76	3.65	24	5.67486191	040395A	25	130	25_130	C:\OSGeo4W64\apps\qgis\svg\zfocmech\25_130.svg
122.67	24.17	217	5	59	69	86	93	1.2	24	5.352787497	040395D	5	60	5_60	C:\OSGeo4W64\apps\qgis\svg\zfocmech\5_60.svg
126.97	6.13	154	18	57	8	75	100	4.96	24	5.763654451	040495D	20	55	20_55	C:\OSGeo4W64\apps\qgis\svg\zfocmech\20_55.svg
126.28	10.85	180	23	99	350	67	86	11.73	23	5.346198675	040695F	25	100	25_100	C:\OSGeo4W64\apps\qgis\svg\zfocmech\25_100.svg
120.86	21.63	55	45	146	171	67	51	8.01	23	5.235755011	040995B	45	145	45_145	C:\OSGeo4W64\apps\qgis\svg\zfocmech\45_145.svg
126.48	4.55	99	65	-23	199	70	-153	7.65	23	5.222440957	042095A	65	-25	65_-25	C:\OSGeo4W64\apps\qgis\svg\zfocmech\65_-25.svg
126.89	6.33	120	42	42	357	63	124	5.92	25	6.481547804	042095B	40	40	40_40	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_40.svg
125.7	11.95	323	13	-140	194	81	-80	1.14	25	6.004603234	042195A	15	-140	15_-140	C:\OSGeo4W64\apps\qgis\svg\zfocmech\15_-140.svg
125.77	12.08	150	17	62	358	75	98	2.34	26	6.879477238	042195B	15	60	15_60	C:\OSGeo4W64\apps\qgis\svg\zfocmech\15_60.svg
126.03	12.17	145	26	43	14	72	110	2	26	6.834019997	042195C	25	45	25_45	C:\OSGeo4W64\apps\qgis\svg\zfocmech\25_45.svg
125.69	12.27	153	22	61	3	71	101	6.58	26	7.178817262	042195D	20	60	20_60	C:\OSGeo4W64\apps\qgis\svg\zfocmech\20_60.svg
126.24	12.2	157	17	75	352	74	94	2.01	26	6.835464038	042195K	15	75	15_75	C:\OSGeo4W64\apps\qgis\svg\zfocmech\15_75.svg
125.12	11	262	6	-178	170	90	-84	1.56	24	5.428749732	042195Q	5	-180	5_-180	C:\OSGeo4W64\apps\qgis\svg\zfocmech\5_-180.svg
126.18	11.84	156	25	70	357	67	99	3.4	24	5.654319278	042295C	25	70	25_70	C:\OSGeo4W64\apps\qgis\svg\zfocmech\25_70.svg
125.61	12.42	135	25	49	359	72	107	1.53	26	6.756460954	042395C	25	50	25_50	C:\OSGeo4W64\apps\qgis\svg\zfocmech\25_50.svg
124.17	6.39	334	46	-63	118	51	-115	1.63	25	6.10812507	042395E	45	-65	45_-65	C:\OSGeo4W64\apps\qgis\svg\zfocmech\45_-65.svg
125.88	12.28	178	20	124	322	73	78	12.17	23	5.356860385	042395I	20	125	20_125	C:\OSGeo4W64\apps\qgis\svg\zfocmech\20_125.svg
125.57	12.46	135	32	35	14	73	117	10.06	23	5.301731987	042395J	30	35	30_35	C:\OSGeo4W64\apps\qgis\svg\zfocmech\30_35.svg
125.92	11.87	189	16	131	327	78	80	1.68	24	5.450206188	042495A	15	130	15_130	C:\OSGeo4W64\apps\qgis\svg\zfocmech\15_130.svg
125.42	12.47	130	29	46	358	69	112	4.42	24	5.730281513	042495C	30	45	30_45	C:\OSGeo4W64\apps\qgis\svg\zfocmech\30_45.svg
125.37	13.07	86	24	-100	277	66	-85	3.24	24	5.64036334	042595D	25	-100	25_-100	C:\OSGeo4W64\apps\qgis\svg\zfocmech\25_-100.svg
126.23	12.02	147	25	74	344	66	97	12.89	24	6.040168612	042995B	25	75	25_75	C:\OSGeo4W64\apps\qgis\svg\zfocmech\25_75.svg
126.02	12.24	169	9	82	357	81	91	1.29	24	5.373726474	042995E	10	80	10_80	C:\OSGeo4W64\apps\qgis\svg\zfocmech\10_80.svg
121.76	19.65	84	73	-179	354	89	-17	7.19	23	5.204485927	050495D	75	-180	75_-180	C:\OSGeo4W64\apps\qgis\svg\zfocmech\75_-180.svg
125.3	12.67	145	16	65	351	76	97	4.53	26	7.070732135	050595A	15	65	15_65	C:\OSGeo4W64\apps\qgis\svg\zfocmech\15_65.svg
125.96	11.44	153	18	64	0	74	98	4.52	25	6.403425623	050895G	20	65	20_65	C:\OSGeo4W64\apps\qgis\svg\zfocmech\20_65.svg
123.73	7.29	184	27	113	338	66	79	5.8	23	5.142285329	050995D	25	115	25_115	C:\OSGeo4W64\apps\qgis\svg\zfocmech\25_115.svg
126.6	11.38	172	20	85	357	70	92	6.34	23	5.168059505	051095C	20	85	20_85	C:\OSGeo4W64\apps\qgis\svg\zfocmech\20_85.svg
125.24	12.72	113	13	42	342	81	100	9.37	23	5.281159727	051195C	15	40	15_40	C:\OSGeo4W64\apps\qgis\svg\zfocmech\15_40.svg
126.31	11.31	165	16	85	350	75	91	10.56	23	5.315775945	051595G	15	85	15_85	C:\OSGeo4W64\apps\qgis\svg\zfocmech\15_85.svg
122.94	23.54	299	59	-179	209	89	-31	4.49	23	5.068164227	051695C	60	-180	60_-180	C:\OSGeo4W64\apps\qgis\svg\zfocmech\60_-180.svg
125.34	12.61	182	14	122	329	78	83	1.55	24	5.426887799	051795O	15	120	15_120	C:\OSGeo4W64\apps\qgis\svg\zfocmech\15_120.svg
125.61	12.62	142	14	92	320	76	90	2.97	24	5.615170966	051795P	15	90	15_90	C:\OSGeo4W64\apps\qgis\svg\zfocmech\15_90.svg
125.47	4.97	155	23	-104	350	68	-84	7.64	23	5.222062239	051995D	25	-105	25_-105	C:\OSGeo4W64\apps\qgis\svg\zfocmech\25_-105.svg
126.07	11.5	154	28	66	0	65	102	6.48	23	5.174383337	052295F	30	65	30_65	C:\OSGeo4W64\apps\qgis\svg\zfocmech\30_65.svg
125.71	11.73	136	22	49	359	73	105	8.6	23	5.256332301	052295I	20	50	20_50	C:\OSGeo4W64\apps\qgis\svg\zfocmech\20_50.svg
125.54	12.49	123	22	0	213	90	-112	7.61	24	5.887589771	052495D	20	0	20_0	C:\OSGeo4W64\apps\qgis\svg\zfocmech\20_0.svg
121.28	23.02	222	31	98	33	59	85	4.02	24	5.702817369	052795D	30	100	30_100	C:\OSGeo4W64\apps\qgis\svg\zfocmech\30_100.svg
126.45	9.17	211	38	156	320	75	54	5.46	23	5.124795095	053195A	40	155	40_155	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_155.svg
120.8	18.71	50	31	109	207	61	79	6.09	24	5.823078195	060595B	30	110	30_110	C:\OSGeo4W64\apps\qgis\svg\zfocmech\30_110.svg
124.3	7.52	333	54	1	243	89	144	13.53	23	5.387531864	060695D	55	0	55_0	C:\OSGeo4W64\apps\qgis\svg\zfocmech\55_0.svg
125.6	11.7	250	8	139	21	84	84	7.11	23	5.2012464	060795E	10	140	10_140	C:\OSGeo4W64\apps\qgis\svg\zfocmech\10_140.svg
126.36	11.73	185	22	103	351	69	85	3.3	24	5.64567596	061195B	20	105	20_105	C:\OSGeo4W64\apps\qgis\svg\zfocmech\20_105.svg
121.5	24.48	138	59	11	43	81	149	10.22	24	5.972967264	062595D	60	10	60_10	C:\OSGeo4W64\apps\qgis\svg\zfocmech\60_10.svg
121.41	22.07	238	19	174	334	88	71	11.48	23	5.339961259	062895B	20	175	20_175	C:\OSGeo4W64\apps\qgis\svg\zfocmech\20_175.svg
125.79	12.41	160	27	60	12	67	104	7.06	24	5.865869801	071295C	25	60	25_60	C:\OSGeo4W64\apps\qgis\svg\zfocmech\25_60.svg
122.21	15.11	230	56	-164	131	77	-35	6.58	23	5.178817262	072895A	55	-165	55_-165	C:\OSGeo4W64\apps\qgis\svg\zfocmech\55_-165.svg
126.85	4.22	196	37	82	26	54	96	4.23	24	5.717560245	072995A	35	80	35_80	C:\OSGeo4W64\apps\qgis\svg\zfocmech\35_80.svg
126.29	11.61	198	32	116	349	62	75	11.18	23	5.332294536	080895A	30	115	30_115	C:\OSGeo4W64\apps\qgis\svg\zfocmech\30_115.svg
125.99	11.85	146	16	55	2	77	99	1.14	24	5.337936568	080895B	15	55	15_55	C:\OSGeo4W64\apps\qgis\svg\zfocmech\15_55.svg
127.23	8.37	171	29	71	12	62	100	3.83	24	5.688799183	082695E	30	70	30_70	C:\OSGeo4W64\apps\qgis\svg\zfocmech\30_70.svg
125.94	6.7	300	12	-123	154	80	-83	1.25	24	5.364606675	110595B	10	-125	10_-125	C:\OSGeo4W64\apps\qgis\svg\zfocmech\10_-125.svg
127.16	4.79	243	38	-65	33	56	-108	6.95	23	5.194656536	110795D	40	-65	40_-65	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_-65.svg
125.09	11.94	181	8	87	4	82	90	10.37	23	5.310519171	112195C	10	85	10_85	C:\OSGeo4W64\apps\qgis\svg\zfocmech\10_85.svg
126.63	9.68	174	24	88	356	66	91	2.97	24	5.615170966	112595D	25	90	25_90	C:\OSGeo4W64\apps\qgis\svg\zfocmech\25_90.svg
121.87	24.05	243	23	140	11	76	72	8.48	23	5.252263902	121895D	25	140	25_140	C:\OSGeo4W64\apps\qgis\svg\zfocmech\25_140.svg
120.9	18.76	65	28	128	204	68	72	2.02	24	5.50356758	122095D	30	130	30_130	C:\OSGeo4W64\apps\qgis\svg\zfocmech\30_130.svg
126.53	9.21	138	50	50	11	54	128	6.62	23	5.180571993	010296E	50	50	50_50	C:\OSGeo4W64\apps\qgis\svg\zfocmech\50_50.svg
126.81	9.06	180	24	87	3	66	91	10.58	24	5.982990445	012796B	25	85	25_85	C:\OSGeo4W64\apps\qgis\svg\zfocmech\25_85.svg
125.87	11.17	156	44	58	17	54	117	6.56	23	5.177935893	012996C	45	60	45_60	C:\OSGeo4W64\apps\qgis\svg\zfocmech\45_60.svg
120.13	19.95	305	49	-38	63	62	-132	5.33	23	5.117818139	020396A	50	-40	50_-40	C:\OSGeo4W64\apps\qgis\svg\zfocmech\50_-40.svg
120.8	14.07	155	12	134	290	81	82	3.05	24	5.62286656	021896E	10	135	10_135	C:\OSGeo4W64\apps\qgis\svg\zfocmech\10_135.svg
122.08	23.94	296	21	134	70	75	75	3.59	25	6.336729632	030596B	20	135	20_135	C:\OSGeo4W64\apps\qgis\svg\zfocmech\20_135.svg
122.08	23.78	296	16	137	68	79	78	7.33	24	5.876735983	030596C	15	135	15_135	C:\OSGeo4W64\apps\qgis\svg\zfocmech\15_135.svg
126.45	8.88	177	39	110	332	53	75	1.12	24	5.332812015	031296A	40	110	40_110	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_110.svg
122	24.02	302	17	145	65	80	76	5.2	24	5.777335562	032996A	15	145	15_145	C:\OSGeo4W64\apps\qgis\svg\zfocmech\15_145.svg
126.51	10.28	205	32	101	12	59	83	2.35	24	5.547378575	032996B	30	100	30_100	C:\OSGeo4W64\apps\qgis\svg\zfocmech\30_100.svg
126.34	10.02	182	25	97	354	65	87	5.86	23	5.145265077	040696A	25	95	25_95	C:\OSGeo4W64\apps\qgis\svg\zfocmech\25_95.svg
125.38	12.83	143	24	70	345	67	99	6.57	24	5.84504358	041896C	25	70	25_70	C:\OSGeo4W64\apps\qgis\svg\zfocmech\25_70.svg
121.23	17.65	244	73	-166	150	76	-17	6.95	23	5.194656536	042296A	75	-165	75_-165	C:\OSGeo4W64\apps\qgis\svg\zfocmech\75_-165.svg
120.6	16.13	91	33	-71	248	59	-102	1.75	24	5.462025366	050296C	35	-70	35_-70	C:\OSGeo4W64\apps\qgis\svg\zfocmech\35_-70.svg
121.55	20.44	283	36	175	17	87	54	9.95	23	5.29854872	051296A	35	175	35_175	C:\OSGeo4W64\apps\qgis\svg\zfocmech\35_175.svg
124.08	9.85	247	42	139	10	64	55	7.75	23	5.226201135	052796A	40	140	40_140	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_140.svg
125.67	11.03	254	4	-9	353	89	-93	7.27	23	5.207689607	053196B	5	-10	5_-10	C:\OSGeo4W64\apps\qgis\svg\zfocmech\5_-10.svg
122.89	24.9	73	36	-100	265	55	-83	8.36	23	5.248137518	060996E	35	-100	35_-100	C:\OSGeo4W64\apps\qgis\svg\zfocmech\35_-100.svg
123.21	24.97	91	31	-80	260	60	-96	2.45	24	5.559444056	060996G	30	-80	30_-80	C:\OSGeo4W64\apps\qgis\svg\zfocmech\30_-80.svg
125.41	12.74	144	23	60	356	70	102	4.86	26	7.091090846	061196J	25	60	25_60	C:\OSGeo4W64\apps\qgis\svg\zfocmech\25_60.svg
125.51	13.24	109	30	66	316	63	103	1.96	24	5.494837381	061296A	30	65	30_65	C:\OSGeo4W64\apps\qgis\svg\zfocmech\30_65.svg
124.93	12.97	222	51	-133	98	55	-50	1.6	25	6.102746655	061496D	50	-135	50_-135	C:\OSGeo4W64\apps\qgis\svg\zfocmech\50_-135.svg
124.75	12.88	169	34	-131	36	65	-66	10.87	23	5.324153029	062696A	35	-130	35_-130	C:\OSGeo4W64\apps\qgis\svg\zfocmech\35_-130.svg
125.93	6.31	354	45	148	108	68	50	12.82	23	5.37192535	062896D	45	150	45_150	C:\OSGeo4W64\apps\qgis\svg\zfocmech\45_150.svg
125.78	12.56	150	20	75	346	71	95	2.06	24	5.509244814	070196A	20	75	20_75	C:\OSGeo4W64\apps\qgis\svg\zfocmech\20_75.svg
120.48	13.87	10	23	154	124	80	69	8.25	24	5.910969299	072096C	25	155	25_155	C:\OSGeo4W64\apps\qgis\svg\zfocmech\25_155.svg
122.22	24.44	176	51	46	53	56	130	1.77	24	5.465315511	072996C	50	45	50_45	C:\OSGeo4W64\apps\qgis\svg\zfocmech\50_45.svg
119.87	14.56	177	32	81	8	58	96	1.23	25	6.026603408	073096B	30	80	30_80	C:\OSGeo4W64\apps\qgis\svg\zfocmech\30_80.svg
125.8	12.39	133	23	34	11	77	109	8.83	23	5.263973802	080896A	25	35	25_35	C:\OSGeo4W64\apps\qgis\svg\zfocmech\25_35.svg
126.09	11.86	183	18	99	354	72	87	5.66	24	5.801877621	080896E	20	100	20_100	C:\OSGeo4W64\apps\qgis\svg\zfocmech\20_100.svg
120.69	13.61	0	49	121	137	50	59	1.23	24	5.359936741	080996B	50	120	50_120	C:\OSGeo4W64\apps\qgis\svg\zfocmech\50_120.svg
122.62	23.81	286	29	151	42	76	64	3.42	24	5.656017404	081096C	30	150	30_150	C:\OSGeo4W64\apps\qgis\svg\zfocmech\30_150.svg
127.34	4.87	7	26	138	135	73	70	3.48	24	5.661052829	081396F	25	140	25_140	C:\OSGeo4W64\apps\qgis\svg\zfocmech\25_140.svg
121.45	21.78	214	41	108	11	52	75	1.91	26	6.820688911	090596L	40	110	40_110	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_110.svg
121.38	21.75	5	38	120	149	58	69	1.38	24	5.393252724	090696I	40	120	40_120	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_120.svg
125.84	13.47	299	39	-128	164	60	-64	9.03	23	5.2704585	091696F	40	-130	40_-130	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_-130.svg
126.64	9.49	168	28	77	3	63	97	4.29	24	5.721638195	091896D	30	75	30_75	C:\OSGeo4W64\apps\qgis\svg\zfocmech\30_75.svg
126.68	9.57	166	25	70	8	67	99	4.78	25	6.419618598	092096A	25	70	25_70	C:\OSGeo4W64\apps\qgis\svg\zfocmech\25_70.svg
126.66	9.53	158	26	58	13	68	105	7.51	25	6.550426625	092096E	25	60	25_60	C:\OSGeo4W64\apps\qgis\svg\zfocmech\25_60.svg
126.33	9.45	105	1	-178	13	90	-89	10	25	6.633333333	092096F	0	-180	0_-180	C:\OSGeo4W64\apps\qgis\svg\zfocmech\0_-180.svg
126.82	9.52	155	31	63	6	63	105	1.38	25	6.059919391	092096G	30	65	30_65	C:\OSGeo4W64\apps\qgis\svg\zfocmech\30_65.svg
127.03	9.23	187	25	103	353	65	84	9.06	23	5.271418798	092096H	25	105	25_105	C:\OSGeo4W64\apps\qgis\svg\zfocmech\25_105.svg
127.02	9.46	182	26	93	359	64	89	5.61	24	5.799308574	092096O	25	95	25_95	C:\OSGeo4W64\apps\qgis\svg\zfocmech\25_95.svg
127.02	9.03	194	41	116	341	54	69	9.57	23	5.287274625	092196B	40	115	40_115	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_115.svg
126.96	9.29	185	28	96	358	62	87	2.81	24	5.599137547	092196Q	30	95	30_95	C:\OSGeo4W64\apps\qgis\svg\zfocmech\30_95.svg
126.94	9.47	146	31	57	3	65	108	1.27	24	5.369202481	092296E	30	55	30_55	C:\OSGeo4W64\apps\qgis\svg\zfocmech\30_55.svg
123.33	25.05	98	40	-74	258	52	-103	3.29	24	5.644797265	092496A	40	-75	40_-75	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_-75.svg
126.77	9.61	196	26	107	357	65	82	6.24	24	5.83012306	092596B	25	105	25_105	C:\OSGeo4W64\apps\qgis\svg\zfocmech\25_105.svg
127.04	9.64	211	41	133	341	61	60	1.32	24	5.380382621	092696A	40	135	40_135	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_135.svg
125.33	10.19	291	81	-2	21	88	-171	3.51	25	6.330204744	092896G	80	0	80_0	C:\OSGeo4W64\apps\qgis\svg\zfocmech\80_0.svg
125.77	11.89	154	25	59	8	68	104	4.64	25	6.411011987	100296C	25	60	25_60	C:\OSGeo4W64\apps\qgis\svg\zfocmech\25_60.svg
126.88	8.84	225	35	143	347	70	61	1.08	24	5.322282504	100896E	35	145	35_145	C:\OSGeo4W64\apps\qgis\svg\zfocmech\35_145.svg
126.68	5.71	191	52	130	318	53	51	10.13	23	5.30373963	101096D	50	130	50_130	C:\OSGeo4W64\apps\qgis\svg\zfocmech\50_130.svg
126.09	5.74	198	17	118	349	75	82	9.9	24	5.963756796	101796C	15	120	15_120	C:\OSGeo4W64\apps\qgis\svg\zfocmech\15_120.svg
126.64	10.03	175	34	72	17	58	102	2.43	24	5.557070849	102396D	35	70	35_70	C:\OSGeo4W64\apps\qgis\svg\zfocmech\35_70.svg
126.53	9.98	158	14	85	342	76	91	2.88	24	5.606261659	103196F	15	85	15_85	C:\OSGeo4W64\apps\qgis\svg\zfocmech\15_85.svg
126.55	9.84	178	22	109	338	70	83	2.99	24	5.617114126	110196F	20	110	20_110	C:\OSGeo4W64\apps\qgis\svg\zfocmech\20_110.svg
126.64	9.84	177	11	100	347	80	88	4.39	24	5.72830968	110396E	10	100	10_100	C:\OSGeo4W64\apps\qgis\svg\zfocmech\10_100.svg
126.55	9.94	358	44	117	142	52	66	10.32	23	5.309119798	110496A	45	115	45_115	C:\OSGeo4W64\apps\qgis\svg\zfocmech\45_115.svg
126.73	9.7	163	29	85	348	61	93	6.47	24	5.840602854	110496C	30	85	30_85	C:\OSGeo4W64\apps\qgis\svg\zfocmech\30_85.svg
127.07	9.77	181	32	92	359	58	89	7.57	24	5.88606392	110496G	30	90	30_90	C:\OSGeo4W64\apps\qgis\svg\zfocmech\30_90.svg
126.88	9.73	168	45	70	16	49	109	9.71	24	5.958146153	110596D	45	70	45_70	C:\OSGeo4W64\apps\qgis\svg\zfocmech\45_70.svg
127.01	9.68	202	33	121	346	62	71	2.19	24	5.526962743	110596H	35	120	35_120	C:\OSGeo4W64\apps\qgis\svg\zfocmech\35_120.svg
127.18	10.07	352	29	-78	158	62	-97	1.44	24	5.405574995	110696C	30	-80	30_-80	C:\OSGeo4W64\apps\qgis\svg\zfocmech\30_-80.svg
126.79	9.93	168	26	72	8	66	99	1.58	25	6.099104725	110796C	25	70	25_70	C:\OSGeo4W64\apps\qgis\svg\zfocmech\25_70.svg
127.04	9.71	358	36	83	187	54	95	7.77	23	5.226947346	110796K	35	85	35_85	C:\OSGeo4W64\apps\qgis\svg\zfocmech\35_85.svg
126.31	9.93	171	6	56	25	85	93	1.98	24	5.497776794	110796N	5	55	5_55	C:\OSGeo4W64\apps\qgis\svg\zfocmech\5_55.svg
121.38	10.5	127	53	-163	26	76	-38	1.49	24	5.415457512	110996B	55	-165	55_-165	C:\OSGeo4W64\apps\qgis\svg\zfocmech\55_-165.svg
126.31	9.94	210	15	131	349	79	80	2.14	24	5.520275849	110996G	15	130	15_130	C:\OSGeo4W64\apps\qgis\svg\zfocmech\15_130.svg
126.77	10.07	22	43	102	186	48	79	1.09	24	5.324950999	110996H	45	100	45_100	C:\OSGeo4W64\apps\qgis\svg\zfocmech\45_100.svg
126.6	9.94	180	21	121	326	72	79	3.27	24	5.643031835	111096F	20	120	20_120	C:\OSGeo4W64\apps\qgis\svg\zfocmech\20_120.svg
127.59	10.5	339	32	-90	159	58	-90	4.03	24	5.703536697	111596C	30	-90	30_-90	C:\OSGeo4W64\apps\qgis\svg\zfocmech\30_-90.svg
120.47	16.51	209	68	-163	113	74	-23	8.62	24	5.923671511	112096C	70	-165	70_-165	C:\OSGeo4W64\apps\qgis\svg\zfocmech\70_-165.svg
127.42	10.47	338	41	-88	154	49	-92	5.74	24	5.805941262	112096E	40	-90	40_-90	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_-90.svg
126.46	6.78	222	9	138	353	84	84	7.02	24	5.864224741	112196D	10	140	10_140	C:\OSGeo4W64\apps\qgis\svg\zfocmech\10_140.svg
120.84	24.26	138	1	20	27	89	91	7.67	23	5.223196909	112696C	0	20	0_20	C:\OSGeo4W64\apps\qgis\svg\zfocmech\0_20.svg
125.65	10.12	175	21	-80	344	69	-94	12.06	23	5.354231539	120396D	20	-80	20_-80	C:\OSGeo4W64\apps\qgis\svg\zfocmech\20_-80.svg
120.55	16.38	66	34	-126	287	63	-69	7.8	23	5.228063068	120596D	35	-125	35_-125	C:\OSGeo4W64\apps\qgis\svg\zfocmech\35_-125.svg
127.03	9.86	145	24	49	9	72	106	1.37	24	5.391147045	120996E	25	50	25_50	C:\OSGeo4W64\apps\qgis\svg\zfocmech\25_50.svg
126.16	10.12	168	5	70	8	85	92	3.12	24	5.629436396	121496C	5	70	5_70	C:\OSGeo4W64\apps\qgis\svg\zfocmech\5_70.svg
126.9	4.17	213	40	106	13	52	77	6.29	23	5.165767097	122196E	40	105	40_105	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_105.svg
127.73	24.65	236	38	-90	56	52	-90	7.21	23	5.205290176	122696A	40	-90	40_-90	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_-90.svg
122.18	24.92	275	35	-98	104	55	-85	7.37	23	5.211644992	010597B	35	-100	35_-100	C:\OSGeo4W64\apps\qgis\svg\zfocmech\35_-100.svg
126.71	4.22	278	18	-128	138	76	-79	11.56	23	5.341971889	011897B	20	-130	20_-130	C:\OSGeo4W64\apps\qgis\svg\zfocmech\20_-130.svg
121.1	19.99	358	26	58	213	68	104	7.08	24	5.866688838	011997B	25	60	25_60	C:\OSGeo4W64\apps\qgis\svg\zfocmech\25_60.svg
126.61	9.89	161	36	50	26	63	115	1.26	24	5.366913697	012097A	35	50	35_50	C:\OSGeo4W64\apps\qgis\svg\zfocmech\35_50.svg
121.62	10.17	126	17	-109	325	74	-84	6.92	23	5.193404063	021297C	15	-110	15_-110	C:\OSGeo4W64\apps\qgis\svg\zfocmech\15_-110.svg
120.3	19.24	25	17	-123	239	76	-80	1.5	24	5.417394173	030397B	15	-125	15_-125	C:\OSGeo4W64\apps\qgis\svg\zfocmech\15_-125.svg
127.63	7.64	351	38	-93	174	52	-88	2.23	26	6.865536575	031197I	40	-95	40_-95	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_-95.svg
120.97	13.55	346	36	-148	229	72	-58	1.54	24	5.425013814	031297D	35	-150	35_-150	C:\OSGeo4W64\apps\qgis\svg\zfocmech\35_-150.svg
126.99	7.43	149	13	35	25	83	101	1.42	24	5.401525563	031597C	15	35	15_35	C:\OSGeo4W64\apps\qgis\svg\zfocmech\15_35.svg
120.01	17.84	162	39	122	304	58	67	5.93	23	5.148703129	031897B	40	120	40_120	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_120.svg
120.9	18.41	291	19	-56	75	74	-101	5.96	24	5.81683084	040897G	20	-55	20_-55	C:\OSGeo4W64\apps\qgis\svg\zfocmech\20_-55.svg
128.44	25.97	213	18	75	49	72	95	1.86	24	5.479675296	040997B	20	75	20_75	C:\OSGeo4W64\apps\qgis\svg\zfocmech\20_75.svg
128.71	25.97	217	18	75	53	73	95	14.77	23	5.41292033	041197F	20	75	20_75	C:\OSGeo4W64\apps\qgis\svg\zfocmech\20_75.svg
121.61	23.91	53	34	-72	212	58	-102	4.95	23	5.096403466	041397B	35	-70	35_-70	C:\OSGeo4W64\apps\qgis\svg\zfocmech\35_-70.svg
125.42	12.91	128	40	-50	260	60	-118	5.68	23	5.136232224	041697A	40	-50	40_-50	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_-50.svg
125.43	25.52	89	13	61	299	79	97	5.52	23	5.127959385	042497A	15	60	15_60	C:\OSGeo4W64\apps\qgis\svg\zfocmech\15_60.svg
120.83	22.08	341	54	31	232	66	140	3.54	23	4.999335508	050397A	55	30	55_30	C:\OSGeo4W64\apps\qgis\svg\zfocmech\55_30.svg
119.74	15.08	341	32	47	208	67	113	1.66	24	5.446738725	050597B	30	45	30_45	C:\OSGeo4W64\apps\qgis\svg\zfocmech\30_45.svg
121.44	10.11	276	70	-171	182	82	-21	8.55	24	5.921310743	051297C	70	-170	70_-170	C:\OSGeo4W64\apps\qgis\svg\zfocmech\70_-170.svg
121.1	19.09	46	29	107	207	62	81	1.36	25	6.055692606	052297C	30	105	30_105	C:\OSGeo4W64\apps\qgis\svg\zfocmech\30_105.svg
125.41	24.71	228	29	61	80	65	105	4.15	23	5.045365398	061997E	30	60	30_60	C:\OSGeo4W64\apps\qgis\svg\zfocmech\30_60.svg
121.64	21.83	342	57	33	233	63	143	7.59	23	5.220161184	062297B	55	35	55_35	C:\OSGeo4W64\apps\qgis\svg\zfocmech\55_35.svg
121.14	19.23	356	29	56	213	66	107	1.64	24	5.443229232	070197B	30	55	30_55	C:\OSGeo4W64\apps\qgis\svg\zfocmech\30_55.svg
120.52	23.58	4	22	-49	141	74	-105	4.97	23	5.097570926	070497C	20	-50	20_-50	C:\OSGeo4W64\apps\qgis\svg\zfocmech\20_-50.svg
126.72	7.73	176	34	48	43	65	114	10.22	23	5.306300597	071097A	35	50	35_50	C:\OSGeo4W64\apps\qgis\svg\zfocmech\35_50.svg
122.28	24.52	35	24	132	170	72	73	2.44	24	5.558259884	071597B	25	130	25_130	C:\OSGeo4W64\apps\qgis\svg\zfocmech\25_130.svg
126.41	10.13	23	25	-67	178	67	-100	5	23	5.099313336	072197E	25	-65	25_-65	C:\OSGeo4W64\apps\qgis\svg\zfocmech\25_-65.svg
